school.name,2015.student.size,location.lat,location.lon,school.state
Germanna Community College,5267,38.375556,-77.780132,VA
Tidewater Community College,22626,36.850635,-76.289669,VA
Marshall University,8780,38.42261,-82.43065,WV
University of Washington-Seattle Campus,30022,47.656213,-122.313115,WA
Madison Area Technical College,11232,43.12078,-89.328311,WI
Western Washington University,14336,48.737236,-122.484873,WA
Spokane Falls Community College,5174,47.676741,-117.463538,WA
Spokane Community College,5690,47.672571,-117.360957,WA
Clark College,8234,45.634307,-122.652976,WA
Inter American University of Puerto Rico-Metro,6350,18.368988,-66.077711,PR
Pontifical Catholic University of Puerto Rico-Ponce,5427,18.000652,-66.61763,PR
Instituto de Banca y Comercio Inc,13719,18.391708,-66.113889,PR
University of Wyoming,9842,41.311943,-105.57204,WY
University of Wisconsin-Platteville,7785,42.733936,-90.492709,WI
University of Wisconsin-La Crosse,9462,43.815295,-91.230149,WI
University of Wisconsin-Green Bay,5502,44.531102,-87.920499,WI
University of Wisconsin-Eau Claire,9844,44.798431,-91.500432,WI
University of Puerto Rico-Mayaguez,11518,18.212964,-67.143911,PR
Harrisburg Area Community College-Harrisburg,17235,40.298256,-76.886341,PA
Indiana University of Pennsylvania-Main Campus,11297,40.615589,-79.159869,PA
Lehigh Carbon Community College,5801,40.663946,-75.611936,PA
Purdue University-Main Campus,30233,40.428206,-86.914435,IN
Chandler-Gilbert Community College,9677,33.293897,-111.795922,AZ
DePaul University,15683,41.923332,-87.654116,IL
Columbia College Chicago,8492,41.873589,-87.624554,IL
College of DuPage,16501,41.841577,-88.071635,IL
Idaho State University,8969,42.864108,-112.429084,ID
City Colleges of Chicago-Harold Washington College,7943,41.886067,-87.626596,IL
Florida State University,32229,30.4421,-84.294801,FL
University of North Florida,13562,30.270917,-81.507853,FL
Keiser University-Ft Lauderdale,15023,26.185869,-80.163959,FL
Pasco-Hernando State College,9254,28.2751,-82.646727,FL
Boise State University,15959,43.604403,-116.205789,ID
Valdosta State University,8692,30.849236,-83.289925,GA
University of West Georgia,10309,33.574421,-85.099007,GA
Georgia College and State University,5933,33.082787,-83.231962,GA
Kapiolani Community College,5643,21.271357,-157.800413,HI
Leeward Community College,5628,21.392802,-157.985099,HI
Hillsborough Community College,23138,27.934513,-82.456919,FL
Seminole State College of Florida,15747,28.74475,-81.305606,FL
The University of Tampa,7061,27.947225,-82.465582,FL
Joliet Junior College,11955,41.500535,-88.180985,IL
College of Lake County,10711,42.355881,-88.012392,IL
Northwestern University,8576,42.058377,-87.673653,IL
Savannah College of Art and Design,9421,32.072966,-81.093905,GA
Gwinnett Technical College,6435,33.962763,-84.066224,GA
Rasmussen College-Florida,7352,29.14081,-82.19842,FL
Full Sail University,17804,28.596546,-81.301286,FL
Emory University,6770,33.798836,-84.325782,GA
Chattahoochee Technical College,8955,33.929093,-84.552492,GA
Vincennes University,7940,38.686861,-87.523106,IN
Kirkwood Community College,9444,41.911268,-91.651172,IA
Iowa State University,29520,42.026368,-93.648353,IA
Ashford University,36405,32.8273,-117.141961,CA
University of Southern Indiana,7950,37.966188,-87.67666,IN
Ball State University,15689,40.198942,-85.408863,IN
Illinois State University,18343,40.509724,-88.99234,IL
Parkland College,6647,40.131963,-88.290359,IL
Indiana University-South Bend,5165,41.665746,-86.222958,IN
Kansas State University,19443,39.188616,-96.581077,KS
Johnson County Community College,11610,38.923775,-94.730614,KS
University of Northern Iowa,9934,42.514923,-92.459703,IA
University of New Orleans,6185,30.028539,-90.068506,LA
Louisiana State University and Agricultural & Mechanical College,24904,30.414983,-91.178921,LA
Northwestern State University of Louisiana,6836,31.750675,-93.097715,LA
University of Southern Maine,5359,43.662637,-70.276002,ME
University of Maine,8677,44.895129,-68.67358,ME
Southern Maine Community College,5233,43.647335,-70.228098,ME
Tulane University of Louisiana,7841,29.939696,-90.120409,LA
Southeastern Louisiana University,11024,30.51358,-90.468558,LA
University of Louisiana at Lafayette,15091,30.215283,-92.01941,LA
Howard Community College,9168,39.211569,-76.87843,MD
Lansing Community College,13909,42.739099,-84.552201,MI
Ferris State University,12571,43.687464,-85.483509,MI
University of Michigan-Ann Arbor,28120,42.276061,-83.743121,MI
Towson University,18806,39.393008,-76.612268,MD
University of Maryland-Baltimore County,11144,39.256686,-76.711607,MD
Morgan State University,6294,39.344235,-76.584238,MD
Bridgewater State University,9497,41.987785,-70.966058,MA
Bunker Hill Community College,12024,42.374806,-71.069263,MA
College of Southern Maryland,7697,38.559648,-77.009328,MD
Davenport University,5774,42.849713,-85.529655,MI
Middlesex Community College,8202,42.525056,-71.273966,MA
Delta College,7672,43.559491,-83.985943,MI
Northeastern University,13620,42.339992,-71.088782,MA
Quinsigamond Community College,7223,42.314675,-71.793568,MA
Harvard University,7333,42.374429,-71.118177,MA
Michigan State University,38853,42.73212,-84.476111,MI
Northern Michigan University,7278,46.558037,-87.403857,MI
Michigan Technological University,5623,47.1183,-88.546403,MI
Tufts University,5236,42.406994,-71.121689,MA
Washtenaw Community College,10135,42.263311,-83.664928,MI
University of Mississippi,18472,34.362144,-89.539377,MS
Mississippi Gulf Coast Community College,8792,30.779349,-89.144339,MS
University of Nebraska-Lincoln,20182,40.822272,-96.702177,NE
Brookdale Community College,11805,40.324906,-74.132746,NJ
Montclair State University,16129,40.859233,-74.199455,NJ
New Jersey City University,6201,40.709937,-74.08727,NJ
Hudson County Community College,8510,40.730559,-74.062861,NJ
College of Southern Nevada,28685,36.158443,-115.233784,NV
University of Nevada-Reno,17295,39.545052,-119.818424,NV
Southern New Hampshire University,42247,43.039892,-71.453938,NH
Stockton University,7765,39.492036,-74.531087,NJ
Ramapo College of New Jersey,5425,41.007523,-74.116384,NJ
Seton Hall University,5818,40.742859,-74.248753,NJ
Rowan University,12912,39.709768,-75.117974,NJ
University of New Mexico-Main Campus,19886,35.083868,-106.620155,NM
Mercy College,6410,41.021436,-73.874571,NY
CUNY Borough of Manhattan Community College,26560,40.71879,-74.011826,NY
Hofstra University,6716,40.715959,-73.60078,NY
CUNY Lehman College,9874,40.873928,-73.894627,NY
CUNY York College,7264,40.702661,-73.794586,NY
Fordham University,8701,40.861183,-73.889578,NY
San Juan College,5669,36.771785,-108.166307,NM
Cornell University,14226,42.447199,-76.483489,NY
Rockland Community College,6040,41.13324,-74.088169,NY
Indiana Institute of Technology,6783,41.078338,-85.11795,IN
Bluegrass Community and Technical College,8753,38.024467,-84.502338,KY
University of Notre Dame,8425,41.703058,-86.238959,IN
Southern Illinois University-Carbondale,12858,37.713239,-89.218724,IL
Metropolitan State University,7244,44.957017,-93.074153,MN
Montana State University,13488,45.666829,-111.049918,MT
University of St Thomas,6076,44.941662,-93.189422,MN
Hinds Community College,10612,32.258205,-90.412527,MS
University of Minnesota-Twin Cities,30511,44.977886,-93.235352,MN
Northwest Missouri State University,5288,40.352706,-94.884341,MO
Saint Louis University,7502,38.636516,-90.23343,MO
Missouri University of Science and Technology,6747,37.955853,-91.7759,MO
Stony Brook University,16583,40.913138,-73.123595,NY
SUNY at Albany,12698,42.686917,-73.825014,NY
SUNY Oneonta,5825,42.466555,-75.064186,NY
Universidad del Turabo,14696,18.239647,-66.006259,PR
California State University-Sacramento,27323,38.55745,-121.42194,CA
California State University-Long Beach,32025,33.782752,-118.1123,CA
Arkansas State University-Main Campus,8909,35.842779,-90.680478,AR
California State University-Los Angeles,23424,34.066927,-118.168965,CA
University of Arkansas at Little Rock,7888,34.726644,-92.341835,AR
California State University-Dominguez Hills,12584,33.86524,-118.259316,CA
University of California-Irvine,25245,33.648434,-117.841248,CA
University of California-Los Angeles,29581,34.068892,-118.443901,CA
Troy University,14065,31.800128,-85.950191,AL
University of Alaska Anchorage,12348,61.189554,-149.826135,AK
Jefferson State Community College,7381,33.652439,-86.707387,AL
University of North Alabama,5698,34.80658,-87.680999,AL
Grand Canyon University,42444,33.512172,-112.129917,AZ
Arizona Western College,6608,32.689306,-114.495968,AZ
Yavapai College,5112,34.547512,-112.454156,AZ
Arkansas Tech University,8799,35.295227,-93.13233,AR
California Polytechnic State University-San Luis Obispo,19972,35.29889,-120.65856,CA
Fullerton College,22529,33.876794,-117.916986,CA
Cypress College,15175,33.827625,-118.023889,CA
El Camino Community College District,21885,33.885586,-118.326623,CA
Cuesta College,7835,35.329859,-120.741624,CA
El Camino College-Compton Center,6484,33.876665,-118.209186,CA
Contra Costa College,5052,37.968623,-122.342386,CA
Gavilan College,5176,36.973274,-121.568174,CA
Crafton Hills College,5127,34.038513,-117.100826,CA
Citrus College,11599,34.135487,-117.885266,CA
Chabot College,12255,37.642513,-122.106969,CA
Chaffey College,18449,34.14705,-117.573086,CA
Coastline Community College,9773,33.609771,-117.861844,CA
Arizona State University-Tempe,41222,33.422247,-111.934629,AZ
Florida International University,40208,25.757111,-80.377591,FL
Palm Beach State College,26351,26.613214,-80.087104,FL
Miami Dade College,57884,25.777717,-80.190856,FL
University of Florida,32376,29.649428,-82.339958,FL
Indian River State College,14403,27.423121,-80.35785,FL
University of Miami,10768,25.720406,-80.27645,FL
Purdue University-Calumet Campus,7242,41.584742,-87.47376,IN
Indiana University-Purdue University-Indianapolis,21217,39.772948,-86.172217,IN
Indiana University-Purdue University-Fort Wayne,8746,41.115418,-85.111747,IN
Indiana University-Bloomington,32694,39.166383,-86.526904,IN
Southern Illinois University-Edwardsville,11717,38.793949,-89.997779,IL
Indiana State University,10737,39.46873,-87.407085,IN
Indiana University-Southeast,5228,38.342992,-85.819376,IN
William Rainey Harper College,11213,42.081356,-88.069391,IL
Waubonsee Community College,7429,41.798044,-88.458796,IL
Northeastern Illinois University,7979,41.980567,-87.72013,IL
Loyola University Chicago,10276,41.999161,-87.657399,IL
Rock Valley College,6796,42.309537,-88.994586,IL
Fort Hays State University,11503,38.872436,-99.340493,KS
Orange Coast College,20809,33.670171,-117.911401,CA
Humboldt State University,8227,40.8741,-124.0814,CA
Shasta College,7432,40.625731,-122.317982,CA
College of the Sequoias,10174,36.322957,-119.314775,CA
University of San Diego,5551,32.77142,-117.188721,CA
San Diego Mesa College,20807,32.804935,-117.169072,CA
Reedley College,7858,36.605968,-119.45993,CA
Colorado Mesa University,8625,39.076354,-108.540281,CO
University of Colorado Colorado Springs,9514,38.892735,-104.800296,CO
University of Denver,5758,39.695954,-104.964625,CO
University of Colorado Denver/Anschutz Medical Campus,10855,39.74603,-104.999181,CO
Sierra College,16911,38.792758,-121.212646,CA
Ventura College,11735,34.277035,-119.230659,CA
West Los Angeles College,9892,34.005578,-118.387578,CA
Berkeley City College,6539,37.87047,-122.269793,CA
National University,8555,32.909469,-117.244243,CA
Los Angeles Harbor College,8737,33.784201,-118.28186,CA
Monterey Peninsula College,7646,36.590826,-121.885774,CA
Mission College,6900,37.391323,-121.982174,CA
Napa Valley College,5700,38.27254,-122.272565,CA
Red Rocks Community College,6518,39.720277,-105.150094,CO
Skyline College,8557,37.630543,-122.465978,CA
Los Angeles Mission College,8530,34.314944,-118.419087,CA
Los Angeles Southwest College,5720,33.929586,-118.304674,CA
Imperial Valley College,6816,32.827563,-115.503903,CA
Ohlone College,8576,37.527956,-121.914597,CA
Southern Connecticut State University,8106,41.331852,-72.948806,CT
Tallahassee Community College,11357,30.445234,-84.341462,FL
Saint Leo University,11575,28.336776,-82.257287,FL
Georgia Southern University,17173,32.427756,-81.782201,GA
University of Georgia,27335,33.956428,-83.374049,GA
Georgia Highlands College,5497,34.169791,-85.207356,GA
Georgia Institute of Technology-Main Campus,14463,33.773732,-84.396019,GA
West Georgia Technical College,5595,33.691657,-85.183666,GA
Clayton  State University,5920,33.594079,-84.328174,GA
Darton State College,5163,31.583594,-84.212087,GA
University of Hawaii at Manoa,13320,21.292648,-157.816607,HI
University of Delaware,18353,39.679574,-75.752917,DE
George Washington University,10901,38.89865,-77.047871,DC
Wilmington University,8674,39.682299,-75.586998,DE
Eastern Illinois University,7063,39.483017,-88.175505,IL
University of Chicago,5869,41.78917,-87.601196,IL
University of Illinois at Chicago,17368,41.872651,-87.651145,IL
Eastern Kentucky University,13493,37.740396,-84.301356,KY
University of Kentucky,22247,38.035818,-84.505653,KY
University of Louisville,14844,38.215752,-85.758843,KY
University of Kansas,18784,38.958551,-95.247618,KS
Pittsburg State University,5700,37.3913,-94.704782,KS
University of Massachusetts-Amherst,22405,42.386162,-72.52617,MA
University of Massachusetts-Lowell,13092,42.65372,-71.325081,MA
Massasoit Community College,6571,42.076048,-70.988944,MA
North Shore Community College,6197,42.597283,-70.968337,MA
Springfield Technical Community College,5658,42.108393,-72.581598,MA
University of Massachusetts-Dartmouth,7054,41.628861,-71.005528,MA
Salem State University,7091,42.502879,-70.889321,MA
Berklee College of Music,5112,42.346895,-71.08703,MA
Bristol Community College,8046,41.721337,-71.120263,MA
Baker College,22816,42.974764,-83.694679,MI
Mott Community College,7556,43.019941,-83.67243,MI
University of Maryland-College Park,26889,38.985379,-76.939494,MD
Western Kentucky University,15119,36.985718,-86.455898,KY
Harford Community College,5546,39.561347,-76.281801,MD
Johns Hopkins University,5862,39.32838,-76.620799,MD
University of Louisiana at Monroe,5957,32.527957,-92.073855,LA
Southern University and A & M College,5226,30.524558,-91.190105,LA
Bossier Parish Community College,6240,32.539551,-93.646881,LA
McNeese State University,6511,30.180762,-93.215648,LA
Louisiana Tech University,7629,32.525518,-92.64964,LA
Salisbury University,7612,38.345447,-75.605705,MD
Morehead State University,7038,38.188462,-83.429742,KY
Northern Kentucky University,11302,39.029221,-84.465959,KY
Somerset Community College,5161,37.059599,-84.617546,KY
Eastern Michigan University,17275,42.245751,-83.624499,MI
Henry Ford College,11129,42.324577,-83.238409,MI
Kalamazoo Valley Community College,7479,42.225948,-85.682144,MI
University of Michigan-Flint,6255,43.018777,-83.688474,MI
University of Michigan-Dearborn,6845,42.317287,-83.231417,MI
Wayne State University,16728,42.35861,-83.072864,MI
Western Michigan University,18179,42.282589,-85.61512,MI
Saginaw Valley State University,8434,43.55187,-83.96434,MI
Anoka-Ramsey Community College,5780,45.172978,-93.351697,MN
Saint Cloud State University,10610,45.552418,-94.153,MN
Mississippi State University,16712,33.454809,-88.788979,MS
North Hennepin Community College,6024,45.107408,-93.373662,MN
Jackson State University,7436,32.296781,-90.20663,MS
Holmes Community College,5150,32.969985,-89.915803,MS
Winona State University,7833,44.04585,-91.644838,MN
Saint Paul College,5414,44.9492,-93.109664,MN
College of Staten Island CUNY,12321,40.603949,-74.148701,NY
CUNY Hunter College,15465,40.768669,-73.964795,NY
CUNY John Jay College of Criminal Justice,12545,40.770917,-73.988874,NY
CUNY Kingsborough Community College,12847,40.576446,-73.934779,NY
CUNY Brooklyn College,13172,40.631912,-73.95312,NY
CUNY City College,12468,40.819794,-73.95055,NY
CUNY Bronx Community College,10483,40.857185,-73.909742,NY
Onondaga Community College,8009,43.007418,-76.196454,NY
Monroe Community College,13385,43.101265,-77.608488,NY
Rochester Institute of Technology,12873,43.090325,-77.67521,NY
Rutgers University-New Brunswick,35102,40.503796,-74.45051,NJ
New Mexico State University-Main Campus,11887,32.282875,-106.747841,NM
Raritan Valley Community College,6177,40.61769,-74.6955,NJ
CUNY New York City College of Technology,16297,40.695483,-73.987856,NY
CUNY Queensborough Community College,13692,40.754858,-73.754548,NY
CUNY LaGuardia Community College,16047,40.7445,-73.935057,NY
CUNY Medgar Evers College,6257,40.666256,-73.957076,NY
Fashion Institute of Technology,8229,40.74731,-73.994781,NY
SUNY College at Oswego,7046,43.453047,-76.543885,NY
SUNY College at Plattsburgh,5272,44.691103,-73.467342,NY
State University of New York at New Paltz,6498,41.737205,-74.088727,NY
Marist College,5206,41.721955,-73.934342,NY
Ithaca College,6279,42.42264,-76.495057,NY
Thomas Edison State University,12283,40.22011,-74.769652,NJ
Princeton University,5260,40.34853,-74.663603,NJ
Touro College,5965,40.75348,-73.989691,NY
Appalachian State University,16126,36.214844,-81.680234,NC
SUNY Westchester Community College,11689,41.06717,-73.78814,NY
Cape Fear Community College,8067,34.240243,-77.948985,NC
SUNY Empire State College,9825,43.078304,-73.779915,NY
Syracuse University,14620,43.040005,-76.136633,NY
Kent State University at Kent,22779,41.146856,-81.342253,OH
Miami University-Oxford,15975,39.509642,-84.731821,OH
Cuyahoga Community College District,13590,41.493981,-81.66964,OH
Lakeland Community College,5119,41.638462,-81.364545,OH
University of North Dakota,10809,47.919774,-97.073451,ND
Wake Technical Community College,19625,35.650151,-78.706126,NC
Western Carolina University,8601,35.311102,-83.182104,NC
University of North Carolina at Pembroke,5508,34.687231,-79.201895,NC
University of North Carolina at Charlotte,22686,35.306834,-80.73579,NC
Cincinnati State Technical and Community College,7983,39.150569,-84.535229,OH
Case Western Reserve University,5039,41.500812,-81.605769,OH
Fayetteville Technical Community College,9667,35.068313,-78.924515,NC
Guilford Technical Community College,11290,35.9972,-79.921811,NC
Fayetteville State University,5087,35.072485,-78.894709,NC
Ohio State University-Main Campus,44131,39.998389,-83.009001,OH
Ohio University-Main Campus,23335,39.326799,-82.101064,OH
University of Toledo,14989,41.65795,-83.615225,OH
Youngstown State University,10196,41.105583,-80.646515,OH
Stark State College,8961,40.869332,-81.437798,OH
Oklahoma State University-Main Campus,20805,36.123085,-97.069743,OK
University of Oregon,20220,44.044515,-123.07398,OR
Central Oregon Community College,5322,44.070651,-121.345804,OR
Mt Hood Community College,7479,45.512114,-122.396467,OR
Chemeketa Community College,9380,44.978206,-122.977179,OR
Trident Technical College,12892,32.925912,-80.030388,SC
Midlands Technical College,10439,33.949325,-81.115761,SC
Greenville Technical College,10929,34.82156,-82.371051,SC
Coastal Carolina University,9289,33.794722,-79.012635,SC
Montgomery County Community College,10482,40.175609,-75.276093,PA
University of Pennsylvania,10666,39.951002,-75.193618,PA
Community College of Rhode Island,15255,41.712817,-71.481509,RI
University of Rhode Island,13342,41.484691,-71.527356,RI
Rhode Island College,7216,41.84266,-71.466915,RI
Villanova University,6835,40.039388,-75.345457,PA
Florence-Darlington Technical College,5115,34.243882,-79.81469,SC
Chattanooga State Community College,7612,35.100202,-85.237389,TN
University of South Dakota,6205,42.784558,-96.924664,SD
Minneapolis Community and Technical College,7506,44.972672,-93.284489,MN
Minnesota State University-Mankato,12259,44.147253,-93.998494,MN
Minnesota State University Moorhead,5045,46.866482,-96.763376,MN
Hennepin Technical College,5052,45.096534,-93.397755,MN
University of Central Missouri,9019,38.755882,-93.737445,MO
Lindenwood University,7787,38.788203,-90.502825,MO
Columbia College,13418,38.957899,-92.326544,MO
Saint Louis Community College,17312,38.62273,-90.190701,MO
Southeast Missouri State University,9098,37.31575,-89.529119,MO
Washington University in St Louis,7032,38.648125,-90.311639,MO
University of Nebraska at Omaha,12287,41.257746,-96.010797,NE
The University of Montana,10175,46.861074,-113.98294,MT
Southeast Community College Area,6516,40.81079,-96.62818,NE
Metropolitan Community College Area,6130,41.305504,-95.958658,NE
University of Missouri-Columbia,27393,38.941015,-92.326429,MO
University of Missouri-St Louis,8275,38.711297,-90.308886,MO
University of Missouri-Kansas City,7977,39.035366,-94.578039,MO
Park University,10105,39.189477,-94.677086,MO
Truckee Meadows Community College,8548,39.572159,-119.795319,NV
University of Nevada-Las Vegas,23325,36.106994,-115.141153,NV
County College of Morris,7170,40.853428,-74.577509,NJ
Delaware County Community College,11369,39.966724,-75.39308,PA
Kutztown University of Pennsylvania,8244,40.513705,-75.785426,PA
Carnegie Mellon University,5964,40.444616,-79.942914,PA
Duquesne University,5943,40.437496,-79.993046,PA
University of Memphis,15553,35.118874,-89.938062,TN
Middle Tennessee State University,19446,35.849139,-86.362094,TN
East Tennessee State University,10960,36.304077,-82.366734,TN
Pellissippi State Community College,8251,35.948303,-84.166504,TN
Texas A & M University-Corpus Christi,9552,27.718601,-97.331933,TX
Tennessee Technological University,9475,36.174659,-85.503957,TN
Angelo State University,5325,31.44145,-100.466495,TX
Amarillo College,9019,35.18841,-101.847104,TX
The University of Tennessee-Martin,5988,36.340338,-88.864211,TN
Eastfield College,9945,32.815679,-96.65947,TX
El Centro College,7437,32.779817,-96.805361,TX
Cedar Valley College,5069,32.625686,-96.763421,TX
University of the Incarnate Word,6249,29.468052,-98.467709,TX
Texas A & M International University,6349,27.573504,-99.435225,TX
Northwest Vista College,13130,29.471082,-98.708405,TX
Kennesaw State University,29841,34.032662,-84.580393,GA
Moreno Valley College,7269,33.885822,-117.205147,CA
Independence University,5704,40.68428,-111.869981,UT
Ultimate Medical Academy-Tampa,13372,28.035202,-82.4573,FL
Arizona State University-Downtown Phoenix,9158,33.45343,-112.073231,AZ
California State University-Channel Islands,5917,34.162949,-119.04356,CA
Florida Gulf Coast University,13635,26.464262,-81.773578,FL
South Plains College,7303,33.575904,-102.365075,TX
The University of Texas Rio Grande Valley,24473,26.306629,-98.172112,TX
San Jacinto Community College,23870,29.660335,-95.115941,TX
Tarleton State University,10749,32.215665,-98.22008,TX
McLennan Community College,6907,31.590003,-97.17287,TX
St Philip's College,8111,29.41456,-98.452987,TX
Richland College,14166,32.922141,-96.730505,TX
North Lake College,8284,32.871878,-96.967106,TX
University of Wisconsin Colleges,10950,43.071583,-89.404531,WI
Georgia State University-Perimeter College,18678,33.688584,-84.275037,GA
Milwaukee Area Technical College,13551,43.04359,-87.920818,WI
Palo Alto College,6813,29.322925,-98.546713,TX
Eastern Washington University,10761,47.491293,-117.589371,WA
Central Washington University,10101,47.004957,-120.537716,WA
Green River College,5484,47.312277,-122.178175,WA
University of Wisconsin-Madison,29579,43.073858,-89.405356,WI
University of Wisconsin-Whitewater,10614,42.835563,-88.742368,WI
University of Wisconsin-Stout,8220,44.88861,-91.929461,WI
Universidad del Este,11825,18.415027,-65.983422,PR
University of Puerto Rico-Rio Piedras,12653,18.403027,-66.045875,PR
Stanford University,6994,37.426967,-122.168826,CA
Gateway Technical College,6291,42.605677,-87.846695,WI
Universidad Metropolitana,11589,18.387177,-66.061615,PR
Paradise Valley Community College,6418,33.652135,-112.009865,AZ
St Charles Community College,6301,38.760425,-90.640147,MO
NorthWest Arkansas Community College,6057,36.357704,-94.17289,AR
Pennsylvania College of Technology,5416,41.2369,-77.0265,PA
Christopher Newport University,5040,37.059919,-76.488408,VA
Virginia Polytechnic Institute and State University,25327,37.228572,-80.423229,VA
Weatherford College,5370,32.740658,-97.792652,TX
College of William and Mary,6260,37.271997,-76.709417,VA
Northern Virginia Community College,43323,38.834039,-77.236679,VA
Washington State University,24100,46.730448,-117.158168,WA
University of Utah,22761,40.762484,-111.846044,UT
Blinn College,18025,30.159713,-96.409677,TX
The University of Texas at Arlington,30358,32.728437,-97.115087,TX
The University of Texas at El Paso,20004,31.771697,-106.50356,TX
Texas State University,33480,29.889202,-97.936392,TX
Dixie State University,7207,37.103875,-113.565894,UT
ECPI University,10979,36.842533,-76.178775,VA
Estrella Mountain Community College,7803,33.480722,-112.343158,AZ
South Texas College,19067,26.217591,-98.253634,TX
